scenario_generator,method,method_label,assigned_robot_rate_mean,assigned_robot_rate_std,collision_risk_rate_mean,collision_risk_rate_std,communication_messages_mean,communication_messages_std,complexity_score_mean,complexity_score_std,energy_proxy_wh_mean,energy_proxy_wh_std,estimated_memory_mb_mean,estimated_memory_mb_std,false_positive_rate_mean,false_positive_rate_std,mean_travel_distance_m_mean,mean_travel_distance_m_std,messages_per_robot_mean,messages_per_robot_std,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,mobile_conflict_rate_mean,mobile_conflict_rate_std,n,obstacle_intersection_rate_mean,obstacle_intersection_rate_std,performance_gap_vs_reference_mean,performance_gap_vs_reference_std,route_crossing_rate_mean,route_crossing_rate_std,runtime_ms_mean,runtime_ms_std,scalar_feasible_rate_mean,scalar_feasible_rate_std,score_value_mean,score_value_std,solved_rate_mean,solved_rate_std,task_completion_rate_mean,task_completion_rate_std,throughput_tasks_per_min_mean,throughput_tasks_per_min_std,timeout_rate_mean,timeout_rate_std,total_travel_distance_m_mean,total_travel_distance_m_std,transport_success_rate_mean,transport_success_rate_std,wrench_feasible_rate_mean,wrench_feasible_rate_std
fleet_ladder_extended,auction_market_local,Auction market local,0.4737143183333334,0.05118973820943972,0.029839198614510027,0.038252775017875607,26218.276,41067.58316070175,770563814.4810017,2140606289.0676186,51441.19290803734,109184.0341782823,2.077094,0.12074037948101131,0.7586639286517785,0.11289105172263893,197.59149235332436,169.9132045260226,3.33004591,0.3219502726582232,local_prices_and_bids,baseline_sota_decentralized_scale,local_market_auction,sota,baseline,decentralized,0,none,6,False,False,local_market_auction,0.005014977849462365,0.010234383356880972,2000,0.04709091280397022,0.08166020906038243,0.23878897654552156,0.3583688681209276,0.02857517799153887,0.04146165454981572,179.14237370033516,283.6435234288608,0.813174480661704,0.09902921118207952,-10321.689146700919,22028.10680757212,1.0,0.0,0.05188077513647643,0.0630997565650231,7.671411047046884,9.05299479067075,0.0,0.0,864267.0934988292,1834076.3558897208,0.05188077513647643,0.0630997565650231,0.06989621621174524,0.06915240821028769
fleet_ladder_extended,cbba_partitioned,CBBA partitioned,0.4737143183333334,0.05118973820943972,0.029663309734827257,0.03818427397036771,26218.276,41067.58316070175,770563814.4810017,2140606289.0676186,51502.5362216809,109294.99151243409,2.077094,0.12074037948101131,0.7524451007775022,0.11343376436266535,197.60197153207454,170.3597923387354,3.33004591,0.3219502726582232,zone_auction_bids,baseline_sota_decentralized_scale,partitioned_cbba_auction,sota,baseline,decentralized,0,none,6,False,False,partitioned_cbba_like_auction,0.005014977849462365,0.010234383356880972,2000,0.04709091280397022,0.08166020906038243,0.25378868942517496,0.36997440821395405,0.02787162247280779,0.04044081835824828,759.6711058004294,1320.959409973768,0.797215158031431,0.10264260365607895,-10346.05945464148,22052.377851807876,1.0,0.0,0.04250681002481389,0.05730487287355464,5.9583083561234185,6.920443464897676,0.0,0.0,865297.7340620008,1835940.1131110226,0.04250681002481389,0.05730487287355464,0.05772425148056244,0.06573435906582985
fleet_ladder_extended,centralized_coalition_oracle,Centralized coalition oracle,0.08703,0.1800449588119501,0.807897040530303,0.38615016010382613,51286063.75,137509759.56609604,517231503054.4,810362051798.8441,10.522918967977231,10.287266588496157,1254.8655300000003,3300.234229586305,0.13591666666666666,0.30364083816496584,28.393603844016088,8.558591112204025,1927.25,3018.570766478089,global_all_subsets,reference_model_based_oracle_centralized_scale,centralized_subset_coalition_search,model_based_oracle,reference,centralized,0,none,2,False,False,exact_like_small_scale_coalition_search_timeout_large,0.002708333333333333,0.01892468290213219,2000,0.07,0.17835771115167012,0.8196052285095428,0.3761774563472016,0.028690810606060605,0.10280520103398585,48000.128684600175,24005.744818266692,0.171125,0.35538253172889656,-799961.2353361561,400177.6089543673,0.2,0.4001000375156319,0.033125,0.13298828095735185,0.06770742550091573,0.23708025230536992,0.8,0.40010003751563183,176.55386437951333,169.93490274069964,0.033125,0.13298828095735185,0.041333333333333326,0.1454998151518266
fleet_ladder_extended,centralized_hungarian_expanded,Centralized Hungarian expanded,0.1837405,0.23049422759415716,0.6139379334788951,0.4745221337512056,51286063.75,137509759.56609604,7776504744587.5,27154588075338.8,286.1089590828777,478.28883961382917,1254.8655300000003,3300.234229586305,0.27447875268817207,0.36050977884321345,43.316592190857264,27.90465825229905,1927.25,3018.570766478089,global_all_robot_load_slots,baseline_classic_centralized_scale,centralized_expanded_assignment,classic,baseline,centralized,0,none,1,False,False,expanded_slot_hungarian_polynomial_but_scalar,0.0043493279569892474,0.0157916728646704,2000,0.0561941935483871,0.12833014737502585,0.8210577663294805,0.33582282729733737,0.03301059285346858,0.0783108676980739,36000.87470675038,29400.15669922962,0.2994144731182796,0.3850262318746386,-600002.6792620862,490017.20134443487,0.4,0.4900204689908525,0.023523215053763445,0.07881180356316092,0.3365920753383272,0.7942491050857984,0.6,0.4900204689908525,4808.617268488084,8039.879315622948,0.023523215053763445,0.07881180356316092,0.03045772043010753,0.0871353223350961
fleet_ladder_extended,centralized_time_expanded_mpc,Centralized time-expanded MPC,0.11127000000000001,0.19855779939314883,0.7510070181818183,0.4314219162855035,51286063.75,137509759.56609604,121507885108587.6,424290439114179.56,22.218886820922584,25.363943233228817,20514.4349536,55003.900320295346,0.16859666666666664,0.3224719492729916,31.945783528396536,10.564397775224789,1927.25,3018.570766478089,global_time_expanded_state,baseline_sota_centralized_scale,centralized_time_expanded_mpc,sota,baseline,centralized,0,none,8,False,False,time_expanded_mpc_timeout_large,0.00016,0.00252728596496269,2000,0.0,0.0,0.7562889868927175,0.424316862440014,0.01592029090909091,0.050099015480748854,45000.25282934995,25986.821722624347,0.21182499999999999,0.37958341938531404,-749949.3749563226,433208.7242770155,0.25,0.43312099567955514,0.04322833333333334,0.1388158112222026,0.14566954217413108,0.4189148911739047,0.75,0.43312099567955514,372.0537704587546,421.2337883830011,0.04322833333333334,0.1388158112222026,0.051173333333333335,0.1500553358365427
fleet_ladder_extended,classic_local_greedy,Classic local greedy,0.4737143183333334,0.05118973820943972,0.03148082815821586,0.03896698453533331,26218.276,41067.58316070175,51286063.75,137509759.56609604,51243.501719151194,108794.22764857931,2.077094,0.12074037948101131,0.756357342746071,0.11303742759213306,196.63548235231588,169.37632359582648,3.33004591,0.3219502726582232,local_distance_beacons,baseline_classic_decentralized_scale,distributed_nearest_greedy,classic,baseline,decentralized,0,none,2,False,False,nearest_local_greedy,0.005014977849462365,0.010234383356880972,2000,0.04709091280397022,0.08166020906038243,0.2371720544556598,0.3595784918471536,0.035141696166362195,0.05098945900444509,167.5466580488137,265.3944922384389,0.8111392423325061,0.09884533739508555,-10281.768706411845,21949.67476772992,1.0,0.0,0.052102854507857725,0.06384072821617504,7.674413587727572,9.036911900739979,0.0,0.0,860945.4808962881,1827528.5103117232,0.052102854507857725,0.06384072821617504,0.07003980160463193,0.06989934903349412
fleet_ladder_extended,ours_mean_field_approximation,Ours mean-field approximation,0.4737143183333334,0.05118973820943972,0.029252902348900805,0.038030619020087635,9636.75,15092.54743512641,51286063.75,137509759.56609604,51518.76226529955,109343.4280075559,2.077094,0.12074037948101131,0.7514631275434244,0.11403536011521936,197.54360742703335,170.49268511356604,1.24388,0.014928664793485669,aggregate_density_broadcasts,proposed_model_based_decentralized_scale,mean_field_density_controller,model_based,proposed,decentralized,0,model_based_tuning_optional,7,False,False,mean_field_density_allocation,0.005014977849462365,0.010234383356880972,2000,0.04709091280397022,0.08166020906038243,0.2542524187917216,0.37151336258145884,0.026229992929101966,0.03805886724459095,174.2596455992316,276.72643512248214,0.797324439917287,0.09970439852617838,-10340.840331276364,22051.53120492805,1.0,0.0,0.04359048656741109,0.0673148192690839,5.970185182789439,6.938146719124818,0.0,0.0,865570.2603744979,1836753.6372505426,0.04359048656741109,0.0673148192690839,0.05853890928039702,0.07203027813866919
fleet_ladder_extended,ours_primal_dual_spatial,Ours primal-dual spatial,0.4737143183333334,0.05118973820943972,0.010495977353763038,0.01852826219456065,26218.276,41067.58316070175,51286063.75,137509759.56609604,51715.90609439252,109671.80276264035,2.077094,0.12074037948101131,0.652376539751861,0.1388083754908993,199.21448681588265,170.4971710429872,3.33004591,0.3219502726582232,local_deficit_capacity_prices,proposed_model_based_decentralized_scale,distributed_primal_dual_prices,model_based,proposed,decentralized,0,model_based_tuning_optional,9,False,False,spatial_primal_dual_capacity_prices,0.005014977849462365,0.010234383356880972,2000,0.006711737849462365,0.036136226981781566,0.01524515562679928,0.06681676181938058,0.023884807866665064,0.034656079939366174,212.8265692490968,336.81291511254466,0.8080894076923077,0.10109299117156587,-10251.383501611856,22130.57481754765,1.0,0.0,0.15418530565756822,0.11867397799979235,22.598539701728544,27.809721451102483,0.0,0.0,868882.56700706,1842269.4551220506,0.15418530565756822,0.11867397799979235,0.1940097121588089,0.12261953266444214
fleet_ladder_extended,ours_tensor_quorum_flow,Ours tensor quorum flow,0.4737143183333334,0.05118973820943972,0.005332990777919792,0.007363584889220401,26218.276,41067.58316070175,140409.7000272568,236699.95824485787,51795.967783436354,109846.39563801518,2.077094,0.12074037948101131,0.6501361973200992,0.1403920967379498,199.3380831321485,170.92968803291083,3.33004591,0.3219502726582232,local_density_tensor_field,proposed_model_based_decentralized_scale,distributed_tensor_quorum_flow,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,tensor_quorum_flow_density_obstacle_aware,0.0002812270802315964,0.0014564821588557329,2000,0.0004788771381306866,0.0016382673537494266,0.014711251920243636,0.0675540614953139,0.020132511766766018,0.02921162025100653,1385.4980015010224,2425.4287466834835,0.8063131559139786,0.10380500789632743,-10266.201060401898,22168.112357006645,1.0,0.0,0.15606897356492969,0.11861223842866976,22.816156676939382,28.074778913960117,0.0,0.0,870227.6486766625,1845202.1423919834,0.15606897356492969,0.11861223842866976,0.19396774969396197,0.1226098805039379
fleet_ladder_extended,ours_wrench_market_hierarchical,Ours wrench-market hierarchical,0.4737143183333334,0.05118973820943972,0.009909681088153814,0.01815456418206429,26473.184,41464.639259453375,140409.7000272568,236699.95824485787,51747.28764853214,109754.2125521812,2.077094,0.12074037948101131,0.6403377268651779,0.13945980428617685,199.0019547603305,170.8617957462401,3.3826172733333335,0.22008034374492283,zone_summaries_plus_local_wrench_bids,proposed_model_based_hierarchical_scale,hierarchical_wrench_market,model_based,proposed,hierarchical,0,model_based_tuning_optional,13,False,False,zone_hierarchical_wrench_market,0.005014977849462365,0.010234383356880972,2000,0.006711737849462365,0.036136226981781566,0.0040283855847647616,0.04775710337777663,0.021539622804228158,0.031253292634141394,206.95716449903557,328.78915139585234,0.7947288257071959,0.10286934156185772,-10259.140462277475,22147.23167884619,1.0,0.0,0.15291006425144746,0.11918525431831839,22.39577094494262,27.649595785951934,0.0,0.0,869409.9454158613,1843653.821941764,0.15291006425144746,0.11918525431831839,0.19326006444995866,0.12261755238706662
