experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,rates_valid,finite_metrics,speed_valid,message
SP4_DEBUG_smoke,crossing_traffic,crossing_traffic_v00,5101,primal_dual_motion_field,True,True,True,True,
SP4_DEBUG_smoke,crossing_traffic,crossing_traffic_v00,5101,pid_safety_motion,True,True,True,True,
SP4_DEBUG_smoke,crossing_traffic,crossing_traffic_v00,5101,tensor_flow_motion_field,True,True,True,True,
SP4_DEBUG_smoke,crossing_traffic,crossing_traffic_v00,5101,reference_time_expanded_cbf,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,direct_to_target,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,priority_yield,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,cbf_safety_filter,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,smith_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,replicator_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,logit_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,bnn_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,primal_dual_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,pid_safety_motion,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,tensor_flow_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5100,reference_time_expanded_cbf,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,direct_to_target,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,priority_yield,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,cbf_safety_filter,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,smith_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,replicator_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,logit_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,bnn_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,primal_dual_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,pid_safety_motion,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,tensor_flow_motion_field,True,True,True,True,
SP4_DEBUG_smoke,narrow_passage,narrow_passage_v00,5101,reference_time_expanded_cbf,True,True,True,True,
