scenario_generator,method,method_label,rank,assigned_robot_rate_mean,assigned_robot_rate_std,collision_risk_rate_mean,collision_risk_rate_std,communication_messages_mean,communication_messages_std,complexity_score_mean,complexity_score_std,energy_proxy_wh_mean,energy_proxy_wh_std,estimated_memory_mb_mean,estimated_memory_mb_std,false_positive_rate_mean,false_positive_rate_std,mean_travel_distance_m_mean,mean_travel_distance_m_std,messages_per_robot_mean,messages_per_robot_std,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,mobile_conflict_rate_mean,mobile_conflict_rate_std,n,obstacle_intersection_rate_mean,obstacle_intersection_rate_std,performance_gap_vs_reference_mean,performance_gap_vs_reference_std,ranking_rule,route_crossing_rate_mean,route_crossing_rate_std,runtime_ms_mean,runtime_ms_std,scalar_feasible_rate_mean,scalar_feasible_rate_std,score_value_mean,score_value_std,solved_rate_mean,solved_rate_std,task_completion_rate_mean,task_completion_rate_std,throughput_tasks_per_min_mean,throughput_tasks_per_min_std,timeout_rate_mean,timeout_rate_std,total_travel_distance_m_mean,total_travel_distance_m_std,transport_success_rate_mean,transport_success_rate_std,wrench_feasible_rate_mean,wrench_feasible_rate_std
fleet_ladder_extended,ours_wrench_market_hierarchical,Ours wrench-market hierarchical,1,0.4792768333333333,0.0315214187272425,0.007873705097773282,0.004247753975228732,26465.266666666666,41812.488509432354,140409.70002725677,238637.77983393308,51786.29448919111,111001.70667429674,2.077094,0.12172886006954356,0.6016495693410533,0.1545838066331336,199.57366952522568,171.91473881322557,3.4048673333333337,0.1470126180920108,zone_summaries_plus_local_wrench_bids,proposed_model_based_hierarchical_scale,hierarchical_wrench_market,model_based,proposed,hierarchical,0,model_based_tuning_optional,13,False,False,zone_hierarchical_wrench_market,0.004639275434243177,0.005531391603129054,60,0.0033304273504273503,0.003314922074860751,0.004307891298152623,0.032883800153158366,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.01993292063923209,0.01186169025307129,206.21745166718028,331.89854937813226,0.7997948955059276,0.08502121035700477,-10214.036187698848,22396.930391245754,1.0,0.0,0.19705568513923352,0.17904028711323272,22.299646570396003,27.70989894640147,0.0,0.0,869965.8188668268,1862312.8988888483,0.19705568513923352,0.17904028711323272,0.23667718996415774,0.16945609056715055
fleet_ladder_extended,ours_tensor_quorum_flow,Ours tensor quorum flow,2,0.4792768333333333,0.0315214187272425,0.0049224258445106795,0.0028647623124180583,26206.4,41416.35769498139,140409.70002725677,238637.77983393308,51841.966176685724,111109.91724594947,2.077094,0.12172886006954356,0.6110795869864902,0.16024402211404826,199.90491660785872,172.0496330955615,3.363421,0.20949750526163186,local_density_tensor_field,proposed_model_based_decentralized_scale,distributed_tensor_quorum_flow,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,tensor_quorum_flow_density_obstacle_aware,0.0003064444444444444,0.0007316878989150408,60,0.00038400000000000006,0.0008996263714933286,0.032735221939225824,0.13592490954014638,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.018630770044709387,0.01108680596518221,1383.382798335515,2462.3831504774416,0.8079612517231872,0.08176573208214967,-10226.195134132267,22419.11249603578,1.0,0.0,0.1967338869589192,0.17430780591834202,22.68102404485931,28.30500092715606,0.0,0.0,870900.6653203659,1864129.174689535,0.1967338869589192,0.17430780591834202,0.23726821560518335,0.16926478856424126
fleet_ladder_extended,ours_primal_dual_spatial,Ours primal-dual spatial,3,0.4792768333333333,0.0315214187272425,0.008416267845491073,0.004514074378217284,26206.4,41416.35769498139,51286063.75,138635528.16686642,51762.04772587334,110932.19063516411,2.077094,0.12172886006954356,0.6074431254480286,0.16453428014185983,199.8996353868588,171.49411603176824,3.363421,0.20949750526163186,local_deficit_capacity_prices,proposed_model_based_decentralized_scale,distributed_primal_dual_prices,model_based,proposed,decentralized,0,model_based_tuning_optional,9,False,False,spatial_primal_dual_capacity_prices,0.004639275434243177,0.005531391603129054,60,0.0033304273504273503,0.003314922074860751,0.0194357287533827,0.07233607456276164,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.02210317163010325,0.013153164066219757,223.23005499201827,382.637782260773,0.8051176928591123,0.08557572329325483,-10209.35602915889,22381.770494942597,1.0,0.0,0.1967054562999724,0.17392222776622784,22.537691696754198,28.09335471655399,0.0,0.0,869557.91916673,1861146.8504690034,0.1967054562999724,0.17392222776622784,0.23734874551971324,0.16924974805198298
fleet_ladder_extended,auction_market_local,Auction market local,4,0.4792768333333333,0.0315214187272425,0.02467494619452467,0.012478425417881588,26206.4,41416.35769498139,770563814.4810017,2158131062.250613,51486.783065979536,110436.08213798357,2.077094,0.12172886006954356,0.7546848839261097,0.1345750457700063,198.2550995967195,170.93431609184435,3.363421,0.20949750526163186,local_prices_and_bids,baseline_sota_decentralized_scale,local_market_auction,sota,baseline,decentralized,0,none,6,False,False,local_market_auction,0.004639275434243177,0.005531391603129054,60,0.03704943369175627,0.021900986885204848,0.2714027947125477,0.3864949458285485,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.026443673611845582,0.01573611169251669,181.83839499445943,293.0161611606846,0.8213734425144749,0.08538744907125215,-10314.291022544365,22261.12850831896,1.0,0.0,0.06439706093189965,0.12595196690582025,7.601080417962964,9.072852593279364,0.0,0.0,864932.7445746727,1852819.6041915785,0.06439706093189965,0.12595196690582025,0.08311907857733664,0.12506448232658546
fleet_ladder_extended,classic_local_greedy,Classic local greedy,5,0.4792768333333333,0.0315214187272425,0.026194121888134487,0.013064496774988098,26206.4,41416.35769498139,51286063.75,138635528.16686642,51287.046685900954,110037.38744986465,2.077094,0.12172886006954356,0.7560047543424319,0.13401406252338632,197.28483715111204,170.39358613270983,3.363421,0.20949750526163186,local_distance_beacons,baseline_classic_decentralized_scale,distributed_nearest_greedy,classic,baseline,decentralized,0,none,2,False,False,nearest_local_greedy,0.004639275434243177,0.005531391603129054,60,0.03704943369175627,0.021900986885204848,0.2835443554698102,0.3945174357950098,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.03252037638628485,0.01935223836933239,169.81074666643204,272.33953847081017,0.8222807284256961,0.08396702588957496,-10274.847279827934,22180.52201257147,1.0,0.0,0.06337550868486352,0.12599435182044935,7.5601035955989895,9.112730453752425,0.0,0.0,861577.1975458864,1846128.5213759816,0.06337550868486352,0.12599435182044935,0.08528969065343259,0.12679679127831728
fleet_ladder_extended,ours_mean_field_approximation,Ours mean-field approximation,6,0.4792768333333333,0.0315214187272425,0.024132383446806883,0.01227846930953608,9636.75,15216.107508692941,51286063.75,138635528.16686642,51559.05346671512,110587.72426901717,2.077094,0.12172886006954356,0.744897741935484,0.13048062328508134,198.139122795376,171.54775396119902,1.24388,0.015050883188230623,aggregate_density_broadcasts,proposed_model_based_decentralized_scale,mean_field_density_controller,model_based,proposed,decentralized,0,model_based_tuning_optional,7,False,False,mean_field_density_allocation,0.004639275434243177,0.005531391603129054,60,0.03704943369175627,0.021900986885204848,0.29121382762107284,0.4019896232980607,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.02427342262097442,0.014444637879368224,174.30172499540882,278.7192990143701,0.8076066490212296,0.07972774002787783,-10326.448442284685,22285.004186101512,1.0,0.0,0.06119133774469258,0.13829122129633314,6.101097544683528,7.277486742177648,0.0,0.0,866147.3866482541,1855363.9435921572,0.06119133774469258,0.13829122129633314,0.07678674993107251,0.13685672067300403
fleet_ladder_extended,cbba_partitioned,CBBA partitioned,7,0.4792768333333333,0.0315214187272425,0.024512177370209335,0.012417895230847386,26206.4,41416.35769498139,770563814.4810017,2158131062.250613,51543.00468097439,110537.06486586471,2.077094,0.12172886006954356,0.7563400672732284,0.1322512473452959,198.1366341995112,171.48226354730068,3.363421,0.20949750526163186,zone_auction_bids,baseline_sota_decentralized_scale,partitioned_cbba_auction,sota,baseline,decentralized,0,none,6,False,False,partitioned_cbba_like_auction,0.004639275434243177,0.005531391603129054,60,0.03704943369175627,0.021900986885204848,0.3155674214556718,0.4202846828094255,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.025792598314584234,0.015348669548572148,764.1182583388096,1341.0044473946134,0.8126514904880066,0.0822625366727671,-10338.657718428729,22282.177333276086,1.0,0.0,0.05456665729252826,0.1268139872289522,6.121424643816897,7.244586122290541,0.0,0.0,865877.878286908,1854513.8519622125,0.05456665729252826,0.1268139872289522,0.06763707802591674,0.12564026150692542
fleet_ladder_extended,centralized_hungarian_expanded,Centralized Hungarian expanded,8,0.18901666666666667,0.23546877094509897,0.608220429481355,0.4840270534232969,51286063.75,138635528.16686642,7776504744587.5,27376897987875.418,289.6553211359295,489.78832804632316,1254.8655299999998,3327.2526760047945,0.2881971326164875,0.3696903266844783,43.92771008496214,28.902761968121244,1927.25,3043.283282875669,global_all_robot_load_slots,baseline_classic_centralized_scale,centralized_expanded_assignment,classic,baseline,centralized,0,none,1,False,False,expanded_slot_hungarian_polynomial_but_scalar,0.00317741935483871,0.007863727615286519,60,0.027864695340501792,0.032119620308523014,0.8601495416387569,0.2965832103000277,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.028234939974840955,0.02940626462881215,36000.856664999934,29640.87296942143,0.31368566308243734,0.3981822025705291,-599998.9990964148,494033.43153976905,0.4,0.494032181755571,0.025288530465949817,0.07240455140045875,0.31962357389275914,0.7820043840706409,0.6,0.494032181755571,4874.897260426192,8259.43419558375,0.025288530465949817,0.07240455140045875,0.03955698924731183,0.09743581678019435
fleet_ladder_extended,centralized_time_expanded_mpc,Centralized time-expanded MPC,9,0.11666666666666667,0.2058851635377638,0.7506915151515152,0.43546457460478233,51286063.75,138635528.16686642,121507885108587.6,427764031501141.94,22.570700142794333,25.9049609657422,20514.434953599997,55454.20773189932,0.11827777777777777,0.24977993452969707,32.76568121216356,8.322608776613265,1927.25,3043.283282875669,global_time_expanded_state,baseline_sota_centralized_scale,centralized_time_expanded_mpc,sota,baseline,centralized,0,none,8,False,False,time_expanded_mpc_timeout_large,0.0,0.0,60,0.0,0.0,0.7529301983132118,0.432054961300848,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.011064242424242424,0.018036067585895953,45000.222448331384,26199.62439828244,0.2053888888888889,0.36795617711039647,-749897.8075493026,436845.4130471627,0.25,0.4366668823046865,0.08711111111111111,0.21245534961649093,0.1926989028574556,0.44557013069966606,0.75,0.4366668823046865,366.4668638395116,420.07662682442225,0.08711111111111111,0.21245534961649093,0.09605555555555556,0.22109681364595513
fleet_ladder_extended,centralized_coalition_oracle,Centralized coalition oracle,10,0.09133333333333334,0.18617894314356956,0.8013942803030304,0.40061775675803546,51286063.75,138635528.16686642,517231503054.4,816996345655.8739,10.86975842595232,10.473561590770693,1254.8655299999998,3327.2526760047945,0.09027777777777778,0.22875433715474353,29.621277345358994,6.1117143093161665,1927.25,3043.283282875669,global_all_subsets,reference_model_based_oracle_centralized_scale,centralized_subset_coalition_search,model_based_oracle,reference,centralized,0,none,2,False,False,exact_like_small_scale_coalition_search_timeout_large,0.0,0.0,60,0.006944444444444444,0.024056261216234408,0.8031087497894253,0.39764151588032215,"max solved/completion/wrench/throughput, min timeout/collision/runtime/memory/messages/gap",0.01538560606060606,0.034363626260802804,48000.18393500359,24202.16426413865,0.16805555555555554,0.34767578662476273,-799908.4274404173,403560.31183130847,0.2,0.4033755872716886,0.07777777777777777,0.2114132044140757,0.10785041800897076,0.24210857082171333,0.8,0.40337558727168854,177.08266733713637,171.95302398669708,0.07777777777777777,0.2114132044140757,0.08472222222222221,0.21886739070582306
