M,requested_delta,replicates,milp_feasible_mean,milp_feasible_std,milp_feasible_median,milp_feasible_p05,milp_feasible_p95,milp_optimal_mean,milp_optimal_std,milp_optimal_median,milp_optimal_p05,milp_optimal_p95,milp_total_distance_mean,milp_total_distance_std,milp_total_distance_median,milp_total_distance_p05,milp_total_distance_p95,milp_normalized_distance_p95_mean,milp_normalized_distance_p95_std,milp_normalized_distance_p95_median,milp_normalized_distance_p95_p05,milp_normalized_distance_p95_p95,milp_total_excess_kg_mean,milp_total_excess_kg_std,milp_total_excess_kg_median,milp_total_excess_kg_p05,milp_total_excess_kg_p95,milp_assigned_robot_count_mean,milp_assigned_robot_count_std,milp_assigned_robot_count_median,milp_assigned_robot_count_p05,milp_assigned_robot_count_p95,milp_robot_utilization_mean,milp_robot_utilization_std,milp_robot_utilization_median,milp_robot_utilization_p05,milp_robot_utilization_p95,milp_assignment_distance_gini_mean,milp_assignment_distance_gini_std,milp_assignment_distance_gini_median,milp_assignment_distance_gini_p05,milp_assignment_distance_gini_p95,milp_solver_wall_ns_mean,milp_solver_wall_ns_std,milp_solver_wall_ns_median,milp_solver_wall_ns_p05,milp_solver_wall_ns_p95,milp_total_wall_ns_mean,milp_total_wall_ns_std,milp_total_wall_ns_median,milp_total_wall_ns_p05,milp_total_wall_ns_p95,milp_matrix_bytes_mean,milp_matrix_bytes_std,milp_matrix_bytes_median,milp_matrix_bytes_p05,milp_matrix_bytes_p95,assignment_churn_mean,assignment_churn_std,assignment_churn_median,assignment_churn_p05,assignment_churn_p95,relative_distance_increase_mean,relative_distance_increase_std,relative_distance_increase_median,relative_distance_increase_p05,relative_distance_increase_p95,capacity_cv_mean,capacity_cv_std,capacity_cv_median,capacity_cv_p05,capacity_cv_p95
10,-0.07,10,0.9,0.30000000000000004,1.0,0.45,1.0,0.9,0.30000000000000004,1.0,0.45,1.0,305.3732262170085,59.496037528282486,304.9964976204003,215.3832363725449,386.0927338679686,0.4628602265821659,0.09071017619832661,0.46794643418950493,0.32789281280387494,0.5852519437777348,3.003636569581276,0.9380587276224873,2.890802750531794,1.7111809467596555,4.453404383888302,8.0,2.6832815729997477,9.0,3.6,9.0,0.888888888888889,0.2981423969999719,1.0,0.39999999999999997,1.0,nan,nan,nan,nan,nan,12617766.666666666,6749296.341924179,8827500.0,5476220.0,22900440.0,13048244.444444444,6798716.125712611,9289400.0,5876880.0,23463280.0,1159.2,386.4,1288.0,579.6,1288.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2877310590020518,0.08280837585530529,0.2584919919607044,0.20897454874640461,0.4423795901196617
10,-0.13,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3195311538663846,0.10286940076482806,0.2898107196605356,0.2059671017729018,0.4906673896910177
10,-0.2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.38983199644469047,0.12017930536080038,0.3806190023886015,0.2204261336202244,0.5438225993419149
10,-0.27,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2680756251870046,0.09134995077881737,0.2837353225606306,0.15152066831688013,0.3909125388191989
10,-0.33,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2781021104994573,0.07849508040400245,0.2765941654913663,0.1846964042515662,0.4027339179179978
10,-0.4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22628706286089978,0.07512950287642219,0.22475302921859164,0.11607010439780902,0.32426364579868244
10,0.0,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,322.6795489071005,93.4434455098121,306.7305383834803,223.5601915054123,477.6650526510306,0.4630786251614352,0.12184821425858917,0.41790543313290285,0.3125377171478339,0.6489707001630177,2.3952557590379997,1.2952312588340755,1.878473393167206,0.8588624223985317,4.33814471692241,8.8,0.7483314773547883,9.0,8.0,10.0,0.8800000000000001,0.07483314773547882,0.9,0.8,1.0,nan,nan,nan,nan,nan,20120040.0,25714874.77430913,10832000.0,5427140.0,63773519.999999925,20519760.0,25706535.72697807,11370700.0,5791335.0,64140189.999999925,1424.0,0.0,1424.0,1424.0,1424.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35804906612967435,0.09543087724856258,0.321223969665071,0.24938083955196239,0.5106317887976518
10,0.07,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,233.4923595486336,62.79551902023173,228.13873236944843,149.8211292204865,324.93407108973275,0.35185585006278997,0.10907622024195873,0.35744660093889224,0.20724586184373717,0.4992082396360702,3.0643965268343427,1.2095217197021324,2.9271652356446314,1.9617098330173397,5.043543653222059,8.1,0.3,8.0,8.0,8.549999999999999,0.675,0.025000000000000012,0.6666666666666666,0.6666666666666666,0.7124999999999999,nan,nan,nan,nan,nan,13532840.0,10947828.58408004,9734750.0,3637450.0,32634634.999999974,14003030.0,11003238.805465417,10277450.0,4054805.0,33193109.999999974,1696.0,0.0,1696.0,1696.0,1696.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35091021793557126,0.12248819022935913,0.35525009690692577,0.20563326455564496,0.5525066892936153
10,0.13,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,221.50974710103588,28.48893813185909,219.60582614847078,186.04378442986763,264.64255699961035,0.3036100252757298,0.06882996592850338,0.2974281296023975,0.22331128307661946,0.4126324459864113,4.036385271793887,1.5899008444987608,3.755970586912259,2.2570840259237746,6.626128554739282,8.9,0.8306623862918076,9.0,7.45,10.0,0.6846153846153846,0.06389710663783135,0.6923076923076923,0.573076923076923,0.7692307692307693,nan,nan,nan,nan,nan,11403640.0,9850809.24708219,7440050.0,5390480.0,28978454.999999974,11795900.0,9859523.149321169,7814200.0,5769335.0,29404459.999999974,1832.0,0.0,1832.0,1832.0,1832.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3032545992663168,0.0544734682963953,0.31489469104796686,0.22000436671455958,0.3779679277311238
10,0.2,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,211.10816719682626,47.566526081726984,194.22521556176753,159.05107060410643,294.15680903516136,0.30282552635915,0.09859662685638003,0.2847800213417756,0.19530676534045,0.4608853207078614,3.25404680320833,1.575871509133942,2.8111263579567343,1.6807619099080546,5.572565259703178,8.7,0.7810249675906655,9.0,7.45,9.549999999999999,0.58,0.052068331172711015,0.6,0.49666666666666665,0.6366666666666666,nan,nan,nan,nan,nan,24318310.0,38784678.930692464,13400950.0,4716480.0,85167129.99999988,24752510.0,38779029.91363889,13811100.0,5116110.0,85599339.99999988,2104.0,0.0,2104.0,2104.0,2104.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3130037892542507,0.07451579557807238,0.30256465285511525,0.20631529643512822,0.43123455647634695
